0,1,2,3,4,5
0.0017,0.0023,0.0099,0.2521,0.734,9.0
0.023,0.111,0.1939,0.469,0.2031,8.0
0.0104,0.0333,0.1465,0.6162,0.1936,10.0
0.0415,0.1151,0.1293,0.4125,0.3017,8.0
0.0005,0.0005,0.0021,0.0502,0.9467,7.0
0.0021,0.0046,0.024,0.3493,0.62,10.0
0.0024,0.017,0.2061,0.6842,0.0903,8.0
0.0026,0.006,0.0217,0.3234,0.6464,10.0
0.0039,0.0102,0.0665,0.5039,0.4155,9.0
0.0023,0.0071,0.053,0.4718,0.4659,8.0
0.0012,0.002,0.0095,0.2662,0.7212,10.0
0.2138,0.2963,0.2344,0.1723,0.083,8.0
0.0007,0.0026,0.0688,0.8278,0.1001,9.0
0.0011,0.003,0.0179,0.5341,0.4439,9.0
0.805,0.1329,0.0257,0.0123,0.0242,1.0
0.041,0.2971,0.5621,0.0919,0.0079,7.0
0.0027,0.0056,0.0194,0.2625,0.7098,9.0
0.008,0.0092,0.0204,0.1339,0.8285,9.0
0.0043,0.0215,0.1013,0.6372,0.2358,10.0
0.0126,0.0116,0.027,0.1742,0.7746,9.0
0.0015,0.005,0.0411,0.5106,0.4418,10.0
0.001,0.0012,0.0091,0.1501,0.8386,10.0
0.0028,0.0026,0.0127,0.1147,0.8672,8.0
0.0024,0.0028,0.0062,0.0591,0.9294,10.0
0.4444,0.4217,0.0938,0.0261,0.0141,4.0
0.0063,0.0365,0.2919,0.6049,0.0605,2.0
0.0096,0.0434,0.1253,0.5669,0.2548,8.0
0.0009,0.0013,0.0205,0.4297,0.5477,10.0
0.1015,0.0674,0.084,0.1727,0.5744,10.0
0.0058,0.0066,0.0213,0.1379,0.8284,10.0
0.0229,0.0894,0.2943,0.4553,0.1381,10.0
0.0015,0.0102,0.2106,0.6838,0.094,8.0
0.0395,0.0721,0.1112,0.3495,0.4276,7.0
0.0127,0.0565,0.1602,0.5437,0.2268,5.0
0.0063,0.0739,0.6018,0.307,0.011,7.0
0.0007,0.0008,0.0051,0.1538,0.8395,10.0
0.0313,0.0554,0.082,0.2128,0.6185,10.0
0.0614,0.1416,0.2059,0.3814,0.2098,10.0
0.1147,0.3794,0.322,0.1581,0.0259,7.0
0.0009,0.0007,0.0034,0.0534,0.9416,10.0
0.0028,0.0052,0.0163,0.1383,0.8374,10.0
0.01,0.0132,0.0352,0.2198,0.7218,10.0
0.0438,0.2566,0.3685,0.3167,0.0143,8.0
0.0013,0.0083,0.1429,0.715,0.1325,8.0
0.0692,0.5457,0.3172,0.0615,0.0064,5.0
0.0017,0.0013,0.0033,0.0392,0.9545,10.0
0.0014,0.0037,0.0335,0.4212,0.5403,10.0
0.0011,0.0023,0.0299,0.4521,0.5147,8.0
0.0013,0.0014,0.0048,0.0856,0.907,10.0
0.0019,0.0021,0.005,0.0555,0.9357,9.0
0.0031,0.0171,0.1606,0.5506,0.2686,8.0
0.0008,0.0006,0.0049,0.0862,0.9075,8.0
0.1539,0.2756,0.26,0.1411,0.1696,10.0
0.0885,0.1162,0.2272,0.1405,0.4276,9.0
0.4654,0.4956,0.0374,0.0012,0.0004,6.0
0.0008,0.0011,0.005,0.0948,0.8984,10.0
0.17,0.4064,0.3141,0.0944,0.0152,8.0
0.0012,0.0013,0.0036,0.0558,0.9381,10.0
0.0134,0.1466,0.4061,0.3805,0.0534,10.0
0.0067,0.0086,0.0115,0.0932,0.8799,10.0
0.003,0.0041,0.0449,0.3528,0.5952,8.0
0.0008,0.0009,0.0033,0.041,0.954,10.0
0.265,0.3998,0.2155,0.0901,0.0297,7.0
0.0014,0.0027,0.0241,0.7728,0.199,9.0
0.0012,0.003,0.0359,0.556,0.404,10.0
0.0007,0.0026,0.0631,0.7518,0.1818,9.0
0.0034,0.026,0.3151,0.5726,0.0829,9.0
0.3005,0.6145,0.0764,0.0068,0.0018,2.0
0.0104,0.0241,0.1166,0.3587,0.4902,9.0
0.118,0.5752,0.2691,0.0332,0.0045,5.0
0.0009,0.0009,0.0074,0.2513,0.7395,8.0
0.0101,0.016,0.0407,0.2834,0.6497,8.0
0.0284,0.0869,0.2257,0.4828,0.1763,8.0
0.0012,0.0011,0.007,0.0794,0.9113,9.0
0.0046,0.0067,0.0246,0.2254,0.7386,10.0
0.0118,0.0555,0.3715,0.4462,0.1149,9.0
0.0076,0.0371,0.2268,0.4672,0.2613,8.0
0.0036,0.0053,0.0194,0.1832,0.7884,10.0
0.0329,0.1743,0.5166,0.2487,0.0275,7.0
0.0018,0.0025,0.0248,0.2887,0.6822,10.0
0.0034,0.0036,0.0129,0.1657,0.8144,0.0
0.0027,0.0153,0.1598,0.6055,0.2167,7.0
0.0027,0.0102,0.0464,0.419,0.5217,9.0
0.0011,0.0018,0.0095,0.1936,0.794,10.0
0.0246,0.0685,0.4114,0.4509,0.0446,9.0
0.0058,0.0084,0.0158,0.1027,0.8673,10.0
0.0235,0.0405,0.1595,0.3676,0.409,0.0
0.0023,0.0024,0.0092,0.1426,0.8435,9.0
0.1105,0.389,0.341,0.1124,0.047,6.0
0.1045,0.3123,0.3507,0.194,0.0386,9.0
0.7876,0.1945,0.0159,0.001,0.0009,6.0
0.0085,0.0259,0.1421,0.6288,0.1948,10.0
0.0045,0.004,0.0233,0.2324,0.7358,10.0
0.0033,0.0301,0.2401,0.6941,0.0324,7.0
0.0187,0.0388,0.0696,0.3344,0.5385,10.0
0.0375,0.4564,0.3862,0.1101,0.0098,10.0
0.2428,0.2239,0.1273,0.1844,0.2217,10.0
0.0458,0.1216,0.1463,0.3857,0.3006,10.0
0.0161,0.0349,0.0722,0.3735,0.5033,10.0
0.003,0.0036,0.0134,0.1326,0.8474,10.0
0.0017,0.0017,0.0035,0.0391,0.954,9.0
0.0077,0.0279,0.1258,0.5066,0.332,10.0
0.0014,0.0022,0.0093,0.1344,0.8527,9.0
0.0008,0.0007,0.0021,0.0264,0.97,10.0
0.0133,0.0237,0.0607,0.2948,0.6075,10.0
0.0058,0.0197,0.1007,0.4924,0.3815,8.0
0.0011,0.0014,0.0082,0.106,0.8833,10.0
0.0016,0.005,0.0373,0.4934,0.4627,10.0
0.0009,0.001,0.0068,0.1034,0.8879,10.0
0.0008,0.0113,0.2976,0.6756,0.0147,7.0
0.0006,0.0005,0.0024,0.0383,0.9583,10.0
0.0009,0.0013,0.0089,0.2673,0.7215,8.0
0.1855,0.69,0.1148,0.0086,0.0011,2.0
0.0046,0.0043,0.0191,0.1605,0.8114,10.0
0.0013,0.0137,0.2637,0.7148,0.0066,8.0
0.0375,0.0562,0.0741,0.2695,0.5627,10.0
0.0131,0.0387,0.0847,0.3356,0.5279,10.0
0.001,0.0025,0.0382,0.5145,0.4438,8.0
0.0136,0.0671,0.2963,0.4866,0.1364,10.0
0.0018,0.0017,0.009,0.1578,0.8298,8.0
0.1031,0.6098,0.2552,0.0291,0.0028,7.0
0.0461,0.1925,0.3543,0.3086,0.0986,5.0
0.0033,0.0039,0.0116,0.0664,0.9148,10.0
0.7249,0.2412,0.0272,0.0033,0.0034,5.0
0.0033,0.031,0.3864,0.5427,0.0365,10.0
0.0022,0.0021,0.0062,0.0733,0.9163,10.0
0.0137,0.0174,0.0201,0.1332,0.8157,10.0
0.1522,0.2137,0.1207,0.1485,0.3649,10.0
0.0013,0.0027,0.0337,0.4913,0.4711,9.0
0.0034,0.0027,0.0059,0.0494,0.9386,10.0
0.0023,0.0028,0.012,0.0975,0.8854,10.0
0.0149,0.0308,0.0627,0.2405,0.6512,10.0
0.0017,0.0023,0.0198,0.2696,0.7066,10.0
0.0028,0.0053,0.0214,0.244,0.7265,10.0
0.0011,0.0008,0.0047,0.0393,0.9541,10.0
0.0026,0.0031,0.0071,0.0712,0.916,10.0
0.0016,0.0016,0.0104,0.1907,0.7957,9.0
0.003,0.0041,0.0376,0.344,0.6113,9.0
0.0007,0.0042,0.2344,0.7371,0.0236,8.0
0.001,0.0007,0.004,0.047,0.9473,10.0
0.002,0.0076,0.0615,0.5891,0.3398,8.0
0.0009,0.0012,0.0045,0.0761,0.9173,10.0
0.0023,0.0059,0.0391,0.6073,0.3454,0.0
0.1809,0.1194,0.0974,0.1619,0.4404,10.0
0.0654,0.1802,0.2872,0.2877,0.1795,10.0
0.1955,0.6541,0.1428,0.0067,0.0008,3.0
0.0104,0.0122,0.0164,0.0823,0.8787,10.0
0.0031,0.0036,0.0113,0.1133,0.8688,10.0
0.0022,0.0037,0.0054,0.0535,0.9352,10.0
0.0005,0.0004,0.0021,0.0459,0.951,10.0
0.0046,0.004,0.0042,0.0365,0.9507,10.0
0.0014,0.0041,0.0218,0.389,0.5837,9.0
0.001,0.0016,0.0047,0.1362,0.8565,10.0
0.2975,0.476,0.2047,0.0192,0.0026,5.0
0.0011,0.004,0.0429,0.6314,0.3206,8.0
0.0011,0.0018,0.0132,0.2072,0.7768,9.0
0.0759,0.2244,0.3595,0.2531,0.0871,8.0
0.1739,0.2978,0.1958,0.1551,0.1774,9.0
0.0144,0.0676,0.2424,0.5591,0.1165,9.0
0.0022,0.0019,0.0064,0.0895,0.8999,9.0
0.0018,0.0017,0.0055,0.0523,0.9386,10.0
0.0024,0.0057,0.0386,0.4427,0.5106,10.0
0.0471,0.0806,0.1195,0.2766,0.4762,10.0
0.0008,0.0009,0.0065,0.1133,0.8784,10.0
0.0073,0.0131,0.0511,0.3083,0.6202,10.0
0.0013,0.0012,0.0045,0.0292,0.9637,10.0
0.0026,0.0016,0.0095,0.0731,0.9131,10.0
0.0076,0.0048,0.0182,0.1246,0.8449,10.0
0.0014,0.0013,0.0082,0.1322,0.8569,9.0
0.0063,0.0389,0.2091,0.5863,0.1595,9.0
0.0006,0.0006,0.0024,0.0359,0.9605,10.0
0.0032,0.0077,0.0199,0.2405,0.7287,10.0
0.1898,0.1133,0.0662,0.1161,0.5145,10.0
0.0026,0.0048,0.0214,0.2146,0.7566,8.0
0.0011,0.0011,0.0063,0.1537,0.8378,10.0
0.0684,0.2433,0.389,0.2522,0.0471,10.0
0.0322,0.0285,0.0638,0.2302,0.6453,8.0
0.0021,0.0029,0.0322,0.3114,0.6514,9.0
0.0035,0.0074,0.0365,0.3883,0.5643,8.0
0.2922,0.5884,0.1152,0.0037,0.0005,4.0
0.0009,0.0007,0.0015,0.0175,0.9794,9.0
0.0046,0.0154,0.2159,0.519,0.2451,9.0
0.0147,0.0227,0.0561,0.2609,0.6456,10.0
0.005,0.0053,0.0199,0.1764,0.7933,10.0
0.0025,0.0057,0.0318,0.1961,0.764,7.0
0.0015,0.0022,0.0426,0.4739,0.4799,9.0
0.0737,0.0557,0.0792,0.1926,0.5988,10.0
0.1012,0.3308,0.2889,0.2282,0.0508,8.0
0.0008,0.0006,0.0017,0.0206,0.9763,10.0
0.0058,0.0073,0.0453,0.3948,0.5467,9.0
0.0121,0.0245,0.0499,0.3396,0.5739,8.0
0.0018,0.0015,0.0067,0.0562,0.9339,8.0
0.0014,0.0014,0.0091,0.1779,0.8102,8.0
0.0133,0.096,0.3567,0.4603,0.0737,8.0
0.0011,0.0009,0.003,0.042,0.953,10.0
0.0071,0.0219,0.1142,0.7484,0.1083,9.0
0.0031,0.0017,0.0032,0.0168,0.9753,10.0
0.0034,0.0287,0.2607,0.6382,0.0689,10.0
0.0164,0.1178,0.4881,0.3532,0.0246,7.0
0.0057,0.0074,0.0265,0.1839,0.7766,10.0
0.7132,0.251,0.03,0.0038,0.002,2.0
0.0014,0.0084,0.0791,0.7384,0.1728,8.0
0.0018,0.0017,0.0085,0.0639,0.9241,10.0
0.0028,0.002,0.0045,0.0253,0.9653,10.0
0.0423,0.0736,0.1271,0.4118,0.3451,8.0
0.0018,0.0018,0.0054,0.0612,0.9298,10.0
0.0085,0.084,0.4233,0.4271,0.0571,8.0
0.003,0.0068,0.0309,0.3897,0.5696,8.0
0.0038,0.0117,0.0724,0.4644,0.4477,8.0
0.0006,0.0006,0.0033,0.0562,0.9394,10.0
0.0009,0.0014,0.0136,0.177,0.8071,7.0
0.0016,0.0026,0.0326,0.3425,0.6208,8.0
0.0788,0.1638,0.1883,0.1863,0.3828,10.0
0.0054,0.0896,0.4604,0.4249,0.0197,7.0
0.0694,0.0926,0.247,0.2979,0.2932,10.0
0.0058,0.0346,0.0918,0.5769,0.2907,10.0
0.0005,0.0005,0.0017,0.0306,0.9666,10.0
0.0006,0.0005,0.0021,0.0366,0.9602,10.0
0.0011,0.002,0.0089,0.2317,0.7563,9.0
0.0115,0.0238,0.0415,0.2288,0.6943,8.0
0.0072,0.011,0.0488,0.2575,0.6756,10.0
0.0017,0.0054,0.0535,0.8956,0.0439,9.0
0.0008,0.0011,0.0045,0.0604,0.9332,10.0
0.0143,0.0666,0.3363,0.4431,0.1397,8.0
0.0021,0.0128,0.1179,0.6487,0.2186,9.0
0.0404,0.0908,0.1145,0.2991,0.4552,10.0
0.0535,0.1737,0.3701,0.3101,0.0926,8.0
0.0074,0.0291,0.1582,0.4995,0.3058,8.0
0.0435,0.345,0.4174,0.16,0.034,9.0
0.0008,0.0007,0.0027,0.0729,0.923,9.0
0.0015,0.0033,0.0151,0.2014,0.7786,8.0
0.8112,0.0858,0.0346,0.017,0.0514,10.0
0.0067,0.0669,0.3646,0.5061,0.0557,7.0
0.0535,0.1737,0.3701,0.3101,0.0926,9.0
0.0382,0.0807,0.2138,0.4149,0.2523,9.0
0.0273,0.0682,0.1859,0.4841,0.2345,9.0
0.3076,0.2973,0.1373,0.1376,0.1203,10.0
0.0067,0.0065,0.0131,0.0848,0.8889,10.0
0.0024,0.003,0.0189,0.2474,0.7284,10.0
0.0013,0.0012,0.0046,0.0845,0.9084,9.0
0.0009,0.0008,0.0026,0.0259,0.9697,10.0
0.0033,0.0046,0.0334,0.2787,0.6799,10.0
0.0029,0.0179,0.2146,0.6572,0.1075,9.0
0.0016,0.0036,0.0331,0.33,0.6317,9.0
0.0035,0.0208,0.1999,0.6539,0.1219,9.0
0.008,0.0041,0.0057,0.0384,0.9439,8.0
0.0063,0.0176,0.0415,0.3933,0.5413,8.0
0.0116,0.0457,0.3393,0.4787,0.1246,8.0
0.0278,0.0543,0.1504,0.4276,0.3399,9.0
0.0078,0.0664,0.4239,0.4113,0.0905,5.0
0.0026,0.007,0.0341,0.3937,0.5626,9.0
0.0284,0.0856,0.2554,0.4602,0.1702,9.0
0.0042,0.0245,0.1338,0.5408,0.2967,0.0
0.0044,0.0043,0.0081,0.0507,0.9325,10.0
0.0053,0.0765,0.6891,0.2235,0.0057,9.0
0.007,0.02,0.0874,0.4918,0.3938,9.0
0.0146,0.0913,0.2607,0.5478,0.0856,10.0
0.0924,0.1075,0.1169,0.2475,0.4356,10.0
0.0015,0.0032,0.0242,0.4172,0.5539,9.0
0.0253,0.0425,0.0595,0.1821,0.6906,6.0
0.1682,0.1578,0.232,0.2225,0.2195,7.0
0.0018,0.0037,0.0174,0.1652,0.8119,10.0
0.0154,0.0114,0.0184,0.1195,0.8353,8.0
0.0759,0.1692,0.2252,0.3777,0.152,8.0
0.0154,0.0247,0.0442,0.2833,0.6324,8.0
0.0186,0.0363,0.1073,0.4812,0.3566,10.0
0.045,0.4586,0.4624,0.0321,0.0019,6.0
0.0041,0.0793,0.6385,0.2715,0.0066,10.0
0.6577,0.2783,0.0565,0.0056,0.0018,10.0
0.0022,0.0065,0.0306,0.4471,0.5136,9.0
0.0017,0.0064,0.0574,0.5228,0.4117,10.0
0.0025,0.0082,0.0649,0.5762,0.3482,8.0
0.8048,0.0826,0.0373,0.0169,0.0584,10.0
0.0711,0.0928,0.1258,0.3077,0.4026,8.0
0.0029,0.0131,0.214,0.5787,0.1913,9.0
0.0008,0.0007,0.0034,0.0778,0.9173,10.0
0.0025,0.003,0.0114,0.1487,0.8343,10.0
0.0048,0.0039,0.0134,0.3322,0.6456,10.0
0.0016,0.0012,0.0029,0.0152,0.9791,10.0
0.1268,0.2729,0.1939,0.2432,0.1632,7.0
0.003,0.0025,0.0105,0.0555,0.9285,10.0
0.0278,0.0543,0.1504,0.4276,0.3399,8.0
0.0026,0.0041,0.0285,0.267,0.6978,8.0
0.5274,0.2581,0.0685,0.0563,0.0897,10.0
0.0261,0.0302,0.1164,0.3938,0.4336,0.0
0.0195,0.0342,0.057,0.3305,0.5587,8.0
0.002,0.0069,0.0451,0.4729,0.4732,9.0
0.0008,0.0007,0.0029,0.0582,0.9373,9.0
0.0029,0.0179,0.2146,0.6572,0.1075,0.0
0.0011,0.0017,0.0302,0.5156,0.4514,9.0
0.0007,0.0009,0.0039,0.0853,0.9091,10.0
0.0144,0.0718,0.5963,0.2733,0.0443,10.0
0.0716,0.5857,0.332,0.0102,0.0005,2.0
0.1389,0.1063,0.152,0.2071,0.3957,10.0
0.0045,0.0033,0.0077,0.0961,0.8885,9.0
0.0193,0.059,0.1787,0.449,0.2939,9.0
0.0008,0.0013,0.0317,0.6067,0.3595,10.0
0.0009,0.0011,0.0027,0.0504,0.9448,10.0
0.0233,0.3474,0.5995,0.0284,0.0014,5.0
0.0012,0.0019,0.0088,0.1459,0.8422,10.0
0.0159,0.1014,0.4756,0.3523,0.0548,8.0
0.0049,0.0542,0.5463,0.3783,0.0162,9.0
0.0016,0.0038,0.0209,0.411,0.5627,10.0
0.0015,0.0013,0.0043,0.0401,0.9528,10.0
0.0186,0.0647,0.3959,0.3852,0.1356,10.0
0.3073,0.2227,0.1496,0.1129,0.2075,10.0
0.0006,0.0007,0.0011,0.0189,0.9787,10.0
0.0014,0.0059,0.1173,0.7932,0.0822,9.0
0.0008,0.003,0.0537,0.7284,0.214,10.0
0.0023,0.0058,0.0274,0.4273,0.5372,8.0
0.0007,0.001,0.0042,0.0746,0.9194,10.0
0.0011,0.0009,0.0038,0.0513,0.943,10.0
0.0036,0.0051,0.0142,0.1279,0.8492,10.0
0.0015,0.0013,0.0043,0.0388,0.9541,10.0
0.0252,0.2253,0.5042,0.2316,0.0136,8.0
0.0015,0.0016,0.0075,0.0674,0.922,10.0
0.0022,0.0024,0.0064,0.0785,0.9106,10.0
0.0012,0.0049,0.0796,0.632,0.2823,9.0
0.0051,0.0242,0.288,0.5275,0.1552,10.0
0.0009,0.0014,0.0037,0.0781,0.9159,10.0
0.0006,0.0037,0.12,0.7827,0.093,8.0
0.0224,0.0596,0.1863,0.4573,0.2744,9.0
0.0413,0.384,0.4542,0.1099,0.0107,9.0
0.0112,0.0267,0.0679,0.3501,0.5441,10.0
0.0476,0.3505,0.5149,0.0803,0.0066,5.0
0.01,0.0143,0.0558,0.3149,0.6049,10.0
0.1283,0.3713,0.4232,0.0692,0.0081,4.0
0.002,0.017,0.1479,0.7344,0.0987,10.0
0.4711,0.3699,0.1314,0.0182,0.0094,6.0
0.0011,0.0007,0.0012,0.008,0.9891,10.0
0.001,0.0007,0.0018,0.0162,0.9803,10.0
0.0556,0.0721,0.195,0.3202,0.3571,9.0
0.001,0.0031,0.0482,0.9213,0.0265,8.0
0.0913,0.1738,0.1575,0.3227,0.2547,9.0
0.0025,0.0028,0.0079,0.0695,0.9174,10.0
0.2529,0.2152,0.1325,0.1783,0.2211,4.0
0.0051,0.0061,0.021,0.2364,0.7314,9.0
0.0007,0.0005,0.0011,0.0146,0.983,10.0
0.0011,0.0012,0.0053,0.0822,0.9102,9.0
0.0009,0.0012,0.0074,0.1608,0.8297,7.0
0.0049,0.0097,0.0449,0.3168,0.6236,9.0
0.0304,0.1362,0.3866,0.4115,0.0354,8.0
0.0013,0.0012,0.0076,0.098,0.8919,10.0
0.0011,0.001,0.0027,0.0415,0.9536,10.0
0.0018,0.003,0.0063,0.0716,0.9173,10.0
0.0118,0.0713,0.1826,0.4247,0.3096,10.0
0.0399,0.0657,0.1398,0.4772,0.2775,9.0
0.1756,0.2047,0.1038,0.2225,0.2934,9.0
0.0255,0.0702,0.1752,0.5299,0.1992,9.0
0.056,0.1922,0.2194,0.3331,0.1992,10.0
0.025,0.0753,0.2589,0.4283,0.2125,9.0
0.0012,0.0015,0.0251,0.3174,0.6548,8.0
0.0123,0.0113,0.0111,0.0679,0.8974,10.0
0.007,0.0279,0.2279,0.4103,0.3268,10.0
0.0034,0.0042,0.0226,0.2138,0.7561,9.0
0.0318,0.0284,0.0448,0.119,0.7759,10.0
0.0029,0.0098,0.0644,0.4803,0.4425,10.0
0.0016,0.0089,0.1553,0.7182,0.116,8.0
0.0049,0.0032,0.0064,0.0451,0.9404,9.0
0.0006,0.0006,0.0024,0.0379,0.9585,9.0
0.0008,0.0006,0.0017,0.0174,0.9796,9.0
0.0022,0.0048,0.0212,0.2889,0.6829,10.0
0.0018,0.0022,0.0052,0.0724,0.9185,10.0
0.0019,0.0015,0.0071,0.0615,0.9281,10.0
0.0013,0.0008,0.0015,0.0107,0.9858,10.0
0.0044,0.0046,0.013,0.1333,0.8447,10.0
0.004,0.0544,0.4217,0.5038,0.0161,8.0
0.0103,0.0331,0.1127,0.4928,0.351,10.0
0.0011,0.0057,0.083,0.8213,0.089,7.0
0.7014,0.2848,0.0116,0.0012,0.001,1.0
0.0011,0.0021,0.0074,0.2031,0.7862,9.0
0.0017,0.0016,0.0081,0.084,0.9046,9.0
0.0042,0.0074,0.0865,0.4967,0.4053,9.0
